city,province,site,population,region
Viagrande,CT,http://www.comune.viagrande.ct.it/,8677.0,Sicilia
Valle Aurina,BZ,http://www.gemeinde-ahrntal.net,5998.0,Trentino-Alto Adige
Castelluccio Superiore,PZ,http://www.comune.castellumberto.me.it,796.0,Basilicata
Castelmezzano,PZ,http://www.comune.castelmezzano.pz.it/,789.0,Basilicata
Latronico,PZ,http://www.comune.latronico.pz.it/,4420.0,Basilicata
Maschito,PZ,http://www.comune.maschito.pz.it/,1621.0,Basilicata
Cassaro,SR,http://www.comune.cassaro.sr.it,779.0,Sicilia
Sava,TA,http://www.comune.sava.ta.it/,16076.0,Puglia
Cavacurta,LO,http://www.comune.cavacurta.lo.it/,848.0,provincia di Lodi
Monteiasi,TA,http://www.comune.monteiasi.it/,5580.0,Puglia
Limatola,BN,http://www.comune.limatola.bn.it/,4095.0,Campania
Puglianello,BN,http://www.comune.puglianello.bn.it,1334.0,Campania
Aradeo,LE,http://www.comune.aradeo.le.it,9381.0,Puglia
Matera,MT,http://www.comune.mt.it,60403.0,Basilicata
Monsampolo del Tronto,AP,http://www.provincia.ap.it/Monsampolo_del_Tronto/,4547.0,Marche
Comunanza,AP,http://www.comune.comunanza.ap.it,3081.0,Marche
Valle Agricola,CE,http://www.comune.valleagricola.ce.it/,853.0,Campania
Monte Urano,FM,http://www.comune.monteurano.ap.it/,8218.0,Marche
provincia di Cremona,CR,http://www.provincia.cremona.it,,Italia
Subbiano,AR,http://www.comune.subbiano.ar.it/,6373.0,Toscana
Castelmassa,RO,http://www.comune.castelmassa.ro.it/,4102.0,Veneto
Salara,RO,http://www.comune.salara.ro.it,1148.0,Veneto
Prata di Pordenone,PN,http://www.comune.prata.pn.it,8426.0,Friuli-Venezia Giulia
Roveredo in Piano,PN,http://www.comune.roveredoinpiano.pn.it,5939.0,Friuli-Venezia Giulia
Malborghetto-Valbruna,UD,http://www.comune.malborghetto-valbruna.ud.it,919.0,Friuli-Venezia Giulia
Martignacco,UD,http://www.comune.martignacco.ud.it/,6812.0,Friuli-Venezia Giulia
Rivello,PZ,http://www.comune.rivello.pz.it,2731.0,Basilicata
Ruvo del Monte,PZ,http://www.comune.ruvodelmonte.pz.it/,1064.0,Basilicata
provincia di Bari,BA,http://www.provincia.ba.it/provinciaba/s2magazine/index1.jsp?idPagina=2,,Italia
Piacenza d'Adige,PD,http://www.comune.piacenza-d-adige.pd.it/,1293.0,Veneto
Tombolo,PD,http://www.comune.tombolo.pd.it,8390.0,Veneto
Plesio,CO,http://www.comune.plesio.co.it,840.0,Lombardia
Ponte Lambro,CO,http://www.comune.ponteinvaltellina.so.it,4303.0,Lombardia
Abriola,PZ,http://www.comune.abriola.pz.it/,1479.0,Basilicata
Barile,PZ,http://www.comune.barile.pz.it/,2729.0,Basilicata
provincia di Brindisi,BR,http://www.provincia.brindisi.it,402422.0,Italia
provincia di Novara,NO,http://www.provincia.novara.it,,Italia
San Giorgio in Bosco,PD,http://www.comune.sangiorgioinbosco.pd.it,6346.0,Veneto
Teolo,PD,http://www.comune.teolo.pd.it,9014.0,Veneto
Val Rezzo,CO,http://www.comune.valrezzo.co.it/,172.0,Lombardia
Corleto Perticara,PZ,http://comune.corleto.it,2521.0,Basilicata
Grumento Nova,PZ,http://www.comune.grumentonova.pz.it/,1694.0,Basilicata
Caltanissetta,CL,https://comune.caltanissetta.it,62317.0,Sicilia
Crespano del Grappa,TV,http://www.comune.crespano.tv.it/,4511.0,provincia di Treviso
Carassai,AP,http://www.comune.carassai.ap.it,1055.0,Marche
Carrè,VI,http://www.comune.carre.vi.it/,3588.0,Veneto
Giavera del Montello,TV,http://www.comune.giavera.tv.it/,5200.0,Veneto
provincia di Ancona,AN,http://www.provincia.ancona.it,,Italia
San Pietro di Morubio,VR,http://www.comune.sanpietroinguarano.cs.it,2979.0,Veneto
provincia di Cuneo,CN,https://www.provincia.cuneo.gov.it/,,Italia
Solopaca,BN,http://www.comune.solopaca.bn.it,3778.0,Campania
Asigliano Vercellese,VC,http://www.comune.asiglianovercellese.vc.it,1438.0,Piemonte
Bianzè,VC,http://www.comune.bianze.vc.it/,1933.0,Piemonte
Calvi Risorta,CE,http://www.calvirisorta.gov.it,5624.0,Campania
Castel di Sasso,CE,http://www.comune.casteldisasso.ce.it,1143.0,Campania
Spilimbergo,PN,http://www.comune.spilimbergo.pn.it,12151.0,Friuli-Venezia Giulia
Stienta,RO,http://www.comune.stienta.ro.it,3221.0,Veneto
Silea,TV,http://www.comune.silea.tv.it,10163.0,Veneto
Montemezzo,CO,http://www.comune.montemezzo.co.it/,228.0,Lombardia
Valdobbiadene,TV,http://www.comune.valdobbiadene.tv.it/,10349.0,Veneto
provincia di Ragusa,RG,http://www.provincia.ragusa.it/,320003.0,Italia
provincia di Piacenza,PC,http://www.provincia.piacenza.it/,,Italia
Contessa Entellina,PA,http://www.contessaentellina.gov.it,1707.0,Sicilia
Piazza Armerina,EN,http://www.comune.piazzaarmerina.en.it,21775.0,Sicilia
Giugliano in Campania,NA,http://www.comune.giugliano.na.it,124361.0,Campania
Offida,AP,http://www.comune.offida.ap.it,4962.0,Marche
Comiziano,NA,http://www.comune.comiziano.na.it,1792.0,Campania
Lugo di Vicenza,VI,http://www.comune.lugo.vi.it,3652.0,Veneto
Rocca d'Evandro,CE,http://www.comuneroccadevandro.it/hh/index.php,3178.0,Campania
provincia di Perugia,PG,http://www.provincia.perugia.it,657786.0,Italia
Cantalupo in Sabina,RI,http://www.galsabina.com/cantalupo/index.htm,1682.0,Lazio
Castel Sant’Angelo,RI,http://www.comune.castelsantangelo.ri.it/,1302.0,Lazio
Casaleone,VR,http://www.comune.casaleone.vr.it/,5648.0,Veneto
provincia di Messina,ME,http://www.provincia.messina.it/,,Italia
provincia di Monza e della Brianza,MB,http://www.provincia.mb.it/,,Italia
provincia di Sassari,SS,http://www.provincia.sassari.it,,Italia
provincia di Enna,EN,,158848.0,Italia
Cellole,CE,http://www.comunedicellole.it,7937.0,Campania
Ciorlano,CE,http://www.comune.ciorlano.ce.it,433.0,Campania
Magnano in Riviera,UD,http://www.comune.magnanoinriviera.ud.it,2328.0,Friuli-Venezia Giulia
Villesse,GO,http://www.comune.villesse.go.it,1698.0,Friuli-Venezia Giulia
Andreis,PN,http://www.comune.andreis.pn.it,248.0,Friuli-Venezia Giulia
Bertiolo,UD,http://www.comune.bertiolo.ud.it,2423.0,Friuli-Venezia Giulia
Sequals,PN,http://www.comune.sequals.pn.it,2231.0,Friuli-Venezia Giulia
Sesto al Reghena,PN,http://www.sestosg.net,6367.0,Friuli-Venezia Giulia
Corno di Rosazzo,UD,http://www.comune.corno-di-rosazzo.ud.it/,3170.0,Friuli-Venezia Giulia
Casale di Scodosia,PD,http://www.comune.casale-di-scodosia.pd.it/,4847.0,Veneto
Loreggia,PD,http://www.comune.loreggia.pd.it/,7708.0,Veneto
Pasian di Prato,UD,http://www.pasian.it/,9363.0,Friuli-Venezia Giulia
Pradamano,UD,http://www.comune.pradamano.ud.it,3617.0,Friuli-Venezia Giulia
provincia di Reggio Calabria,RC,http://www.provincia.rc.it,,Italia
Monte Giberto,FM,http://www.montegiberto.com,785.0,Marche
Codroipo,UD,http://www.comune.codroipo.ud.it,16165.0,Friuli-Venezia Giulia
Camino al Tagliamento,UD,http://www.comune.caminoaltagliamento.ud.it/,1614.0,Friuli-Venezia Giulia
Cardito,NA,http://www.comune.cardito.na.it,22601.0,Campania
San Pier d'Isonzo,GO,http://www.comune.sanpierdisonzo.go.it/,2023.0,Friuli-Venezia Giulia
Savogna d'Isonzo,GO,http://www.comune.savogna.go.it,1718.0,Friuli-Venezia Giulia
provincia di Varese,VA,http://www.provincia.varese.it/,889639.0,Italia
provincia di Udine,UD,,528441.0,Italia
Sant'Agnello,NA,http://www.comune.sant-agnello.na.it/,9125.0,Campania
Ortezzano,FM,http://www.comune.ortezzano.fm.it,765.0,Marche
Ponzano di Fermo,FM,http://www.ponzanodifermo.org,1652.0,Marche
Ramponio Verna,CO,http://www.comune.ramponioverna.co.it,465.0,provincia di Como
Picerno,PZ,http://www.comune.picerno.pz.it/picerno/hh/index.php,5869.0,Basilicata
Montemurro,PZ,http://www.comune.montemurro.pz.it/,1206.0,Basilicata
Santa Maria a Vico,CE,http://www.comunesantamariaavico.it/,14004.0,Campania
Casavatore,NA,http://www.comune.casavatore.na.it,18752.0,Campania
Sant'Antimo,NA,http://www.comune.santantimo.na.it,33892.0,Campania
Arzene,PN,http://www.comune.arzene.pn.it,,provincia di Pordenone
Ischia,NA,http://www.comuneischia.it,20118.0,Campania
San Pietro Infine,CE,http://www.sanpietroinfine.com,921.0,Campania
San Prisco,CE,http://www.comune.sanprisco.ce.it,12333.0,Campania
Bacoli,NA,http://www.comune.bacoli.na.it/,26412.0,Campania
Castelsantangelo sul Nera,MC,http://www.comune.castelsantangelosulnera.mc.it,260.0,Marche
Porto San Giorgio,FM,http://www.comune.portosangiorgio.fm.it,16068.0,Marche
Cortazzone,AT,http://www.comune.cortazzone.at.it,640.0,Piemonte
provincia di Teramo,TE,http://www.provincia.teramo.it/,308892.0,Italia
Massa di Somma,NA,http://www.comune.massadisomma.na.it,5353.0,Campania
Arzene,PN,http://www.comune.arzene.pn.it,,Friuli-Venezia Giulia
Porto Sant'Elpidio,FM,http://www.comune.porto-sant-elpidio.ap.it/,26408.0,Marche
Cucciago,CO,http://www.comune.cucciago.co.it,3393.0,Lombardia
Capri,NA,http://www.cittadicapri.it,7159.0,Campania
Cerreto Laziale,RM,http://www.comunecerretolaziale.rm.it/,1104.0,Lazio
Alfano,SA,http://www.comune.alfano.sa.it/,1011.0,Campania
Altavilla Silentina,SA,http://www.comune.altavillasilentina.sa.it,7083.0,Campania
Baronissi,SA,http://www.comune.baronissi.sa.it/,17051.0,Campania
Conca della Campania,CE,http://www.comune.concadellacampania.ce.it,1196.0,Campania
Raviscanina,CE,http://www.comune.raviscanina.ce.it,1306.0,Campania
Refrontolo,TV,http://www.comunedirefrontolo.it/,1732.0,Veneto
provincia di Trieste,TS,,,Italia
Caselle in Pittari,SA,http://www.comune.caselleinpittari.sa.it/,1946.0,Campania
Castelnuovo Cilento,SA,http://castelnuovocilento.eu,2819.0,Campania
Futani,SA,http://www.comunefutani.gov.it/,1170.0,Campania
Giungano,SA,http://www.comune.giungano.sa.it/,1321.0,Campania
San Stino di Livenza,VE,http://www.sanstino.it,12855.0,Veneto
provincia di Caltanissetta,CL,http://www.provincia.cl.it,,Italia
provincia di Caserta,CE,http://www.provincia.caserta.it/,913666.0,Italia
provincia di Venezia,VE,http://www.provincia.venezia.it,857841.0,Italia
provincia dell'Aquila,AQ,http://www.provincia.laquila.it/,,Italia
provincia di Mantova,MN,http://www.provincia.mantova.it,,Italia
Camerata Nuova,RM,http://www.comune.cameratanuova.rm.it/,445.0,Lazio
Martirano,CZ,http://www.comune.martirano.cz.it,880.0,Calabria
Motta Santa Lucia,CZ,http://www.comune.mottamontecorvino.fg.it,827.0,Calabria
Dongo,CO,http://www.comune.dongo.co.it,3380.0,Lombardia
Cusino,CO,http://www.comune.cusino.co.it/,216.0,Lombardia
Malcesine,VR,http://www.comunemalcesine.it/,3685.0,Veneto
Selva di Progno,VR,http://www.comuneselvadiprogno.it/opencms/comune.act?dir=/opencms/opencms/VREST/Selva,899.0,Veneto
Valvasone,PN,http://www.comune.valvasone.pn.it,,provincia di Pordenone
Allumiere,RM,http://www.allumiere.org/,4059.0,Lazio
Sambuci,RM,http://www.comunesambuci.rm.it,901.0,Lazio
Rocca Canterano,RM,http://www.comune.roccacanterano.rm.it,189.0,Lazio
Mortegliano,UD,http://www.comune.mortegliano.ud.it/,4969.0,Friuli-Venezia Giulia
Moruzzo,UD,http://www.comune.moruzzo.ud.it/,2499.0,Friuli-Venezia Giulia
Nogara,VR,http://www.comune.nogara.vr.it/,8457.0,Veneto
Povegliano Veronese,VR,http://www.comune.poveglianoveronese.vr.it/,7233.0,Veneto
Agira,EN,http://www.comune.agira.en.it,8222.0,Sicilia
Polla,SA,http://www.comune.polla.sa.it,5273.0,Campania
San Marzano sul Sarno,SA,http://www.sanmarzanosulsarno.gov.it,10499.0,Campania
Cogne,AO,http://www.comune.cogne.ao.it,1370.0,Italia
Buttrio,UD,http://www.comune.buttrio.ud.it/,4011.0,Friuli-Venezia Giulia
Cassacco,UD,http://www.comune.cassacco.ud.it,2910.0,Friuli-Venezia Giulia
Amaroni,CZ,http://www.comunediamaroni.it/,1810.0,Calabria
Argusto,CZ,http://www.comuneargusto.it/,512.0,Calabria
Bellosguardo,SA,http://www.comune.bellosguardo.sa.it,780.0,Campania
Fiastra,MC,http://www.comune.fiastra.mc.it/,656.0,Marche
Affile,RM,http://www.comune.affile.rm.it,1502.0,Lazio
Mugnano di Napoli,NA,http://www.comune.mugnano.na.it,34996.0,Campania
Casamarciano,NA,http://www.comune.casamarciano.na.it/,3277.0,Campania
Casandrino,NA,http://www.comune.casandrino.na.it/,14125.0,Campania
Sant'Arpino,CE,http://www.comune.santamariadelcedro.cs.it,14606.0,Campania
Santa Maria Capua Vetere,CE,http://www.comune.santa-maria-capua-vetere.ce.it/,32893.0,Campania
Quarto,NA,http://www.comune.quarto.na.it/,41151.0,Campania
Qualiano,NA,http://www.comune.qualiano.na.it,25755.0,Campania
Ravascletto,UD,http://www.comune.ravascletto.ud.it,530.0,Friuli-Venezia Giulia
Stella Cilento,SA,http://www.comune.stellacilento.sa.it,708.0,Campania
Santa Marina,SA,http://www.comune.santarcangelo.pz.it,3237.0,Campania
Montefortino,FM,http://www.montefortino.com,1117.0,Marche
Montelparo,FM,http://www.comune.montelparo.fm.it/,758.0,Marche
Sellia,CZ,http://sellia.asmenet.it,535.0,Calabria
Petronà,CZ,http://petrona.asmenet.it,2569.0,Calabria
Guidonia Montecelio,ROMA,http://www.guidonia.org,89288.0,Lazio
Portofino,GE,http://www.comune.portofino.genova.it,401.0,Liguria
Perdifumo,SA,http://www.comune.perdifumo.sa.it/,1769.0,Campania
Pellezzano,SA,http://www.comune.pellezzano.sa.it,11101.0,Campania
Gizzeria,CZ,http://www.comune.gizzeria.cz.it,5296.0,Calabria
Gimigliano,CZ,https://www.comune.gimigliano.cz.it/,3292.0,Calabria
Charvensod,AO,http://comune.charvensod.ao.it,2428.0,Italia
Dosso del Liro,CO,http://www.comune.dossodelliro.co.it/,262.0,Lombardia
San Siro,CO,http://www.comune.sansiro.co.it,1744.0,Lombardia
Lustra,SA,http://www.comune.lustra.sa.it,1043.0,Campania
Morigerati,SA,http://www.comune.morigerati.sa.it,653.0,Campania
Poggiomarino,NA,http://www.comune.poggiomarino.na.it/,21993.0,Campania
Stimigliano,RI,http://www.comune.stimigliano.ri.it/,2321.0,Lazio
Tramonti,SA,http://www.comune.tramonti.sa.it/,4122.0,Campania
Valgrisenche,AO,http://www.comune.valgrisenche.ao.it/,192.0,Italia
Venzone,UD,http://www.comunedivenzone.it/,2011.0,Friuli-Venezia Giulia
Verzegnis,UD,http://www.comune.verzegnis.ud.it,863.0,Friuli-Venezia Giulia
Nerola,RM,http://www.comunenerola.it/,1969.0,Lazio
Bellizzi,SA,http://www.comune.bellizzi.sa.it,13619.0,Campania
Zanè,VI,http://www.comune.zane.vi.it/,6661.0,Veneto
Roverchiara,VR,http://www.comune.roverchiara.vr.it,2695.0,Veneto
Velo Veronese,VR,http://www.comune.velodastico.vi.it,748.0,Veneto
Colonna,ROMA,http://www.comune.colonna.roma.it,4312.0,Lazio
Montebuono,RI,http://www.comune.montebuono.ri.it/,891.0,Lazio
Colle di Tora,RI,http://www.comune.colleditora.ri.it/,353.0,Lazio
Mompeo,RI,http://www.comune.mompeo.ri.it,503.0,Lazio
Configni,RI,http://www.comune.configni.ri.it/,610.0,Lazio
Muzzana del Turgnano,UD,http://www.comune.muzzanadelturgnano.ud.it/,2499.0,Friuli-Venezia Giulia
Nimis,UD,http://www.comune.nimis.ud.it,2711.0,Friuli-Venezia Giulia
Donnas,AO,http://www.comune.donnas.ao.it,2520.0,Italia
Gignod,AO,http://www.comune.gignod.ao.it,1727.0,Italia
Bornasco,PV,http://www.comune.bornasco.pv.it,2710.0,Lombardia
Cenadi,CZ,http://www.comunedicenadi.it,549.0,Calabria
Cortale,CZ,http://www.comune.cortale.cz.it/,2069.0,Calabria
San Giovanni Lupatoto,VR,http://www.comune.sangiovannilupatoto.vr.it/,25337.0,Veneto
Torreglia,PD,http://www.comune.torreglia.pd.it,6119.0,Veneto
Aymavilles,AO,http://www.comune.aymavilles.ao.it/,2065.0,Italia
Bard,AO,http://www.comune.bard.ao.it/,113.0,Italia
San Mauro Cilento,SA,http://www.sanmaurocilento.gov.it,865.0,Campania
provincia dell'Ogliastra,OG,http://www.provinciaogliastra.gov.it/,,Italia
Pré-Saint-Didier,AO,http://www.comune.pre-saint-didier.ao.it,1025.0,Italia
Rhêmes-Saint-Georges,AO,http://www.comune.rhemes-st-georges.ao.it,173.0,Italia
Cigognola,PV,http://www.comune.cigognola.pv.it/,1317.0,Lombardia
Villanova d'Ardenghi,PV,http://www.comune.villanovamonferrato.al.it,770.0,Lombardia
Bicinicco,UD,http://www.comune.bicinicco.ud.it/,1867.0,Friuli-Venezia Giulia
Colleferro,ROMA,http://www.comune.colleferro.rm.it/,21394.0,Lazio
Marino,ROMA,http://www.comune.marino.rm.it,44472.0,Lazio
Pigra,CO,http://www.comune.pigra.co.it/,244.0,Lombardia
San Gimignano,SI,http://www.comune.sangimignano.si.it,7774.0,Toscana
Calenzano,FI,http://www.comune.calenzano.fi.it/,17914.0,Toscana
Gambassi Terme,FI,http://www.comune.gambassi-terme.fi.it/,4860.0,Toscana
Ala,TN,http://www.comune.ala.tn.it,8887.0,Trentino-Alto Adige
Barberino di Mugello,FI,http://www.comune.barberino-di-mugello.fi.it/,10924.0,Toscana
Cetara,SA,http://www.comune.cetara.sa.it,2080.0,Campania
Furore,SA,http://www.comune.furore.sa.it/,756.0,Campania
Santa Maria la Carità,NA,http://www.comune.santa-maria-la-carita.na.it/,11706.0,Campania
Prato Carnico,UD,http://www.comune.prato.bz.it,898.0,Friuli-Venezia Giulia
Premariacco,UD,http://www.premariacco.net/,4071.0,Friuli-Venezia Giulia
Ossuccio,CO,,1005.0,provincia di Como
Palazzolo dello Stella,UD,http://www.comune.palazzolosulloglio.bs.it,2893.0,Friuli-Venezia Giulia
Raveo,UD,http://www.comune.raveo.ud.it,446.0,Friuli-Venezia Giulia
Ponte in Valtellina,SO,http://www.comuneponteinvaltellina.gov.it/,2294.0,Lombardia
Delebio,SO,http://www.comune.delebio.so.it,3255.0,Lombardia
Brumano,BG,http://www.comune.brumano.bg.it/,119.0,Lombardia
La Thuile,AO,http://www.comune.la-thuile.ao.it,783.0,Italia
Badolato,CZ,http://www.comune.badolato.cz.it/,2974.0,Calabria
Cardinale,CZ,http://www.calabria.nu/cardinale/,2068.0,Calabria
San Casciano in Val di Pesa,FI,http://www.sancascianovp.net,17171.0,Toscana
Cottanello,RI,http://www.comune.cottanello.ri.it,538.0,Lazio
Contigliano,RI,http://www.comune.contigliano.ri.it,3884.0,Lazio
Montoggio,GE,http://www.comune.montoggio.ge.it/,1993.0,Liguria
Omignano,SA,http://www.comuneomignano.gov.it,1645.0,Campania
Palomonte,SA,http://www.comune.palomonte.sa.it,3931.0,Campania
Lanuvio,ROMA,http://www.comune.lanuvio.rm.it,13580.0,Lazio
Piaggine,SA,http://www.comune.piaggine.sa.it,1304.0,Campania
Pisciotta,SA,http://www.pisciotta.net,2628.0,Campania
San Giovanni a Piro,SA,http://www.comunedisangiovanniapiro.it/,3763.0,Campania
Sant'Angelo a Fasanella,SA,http://www.comune.santaluce.pi.it,567.0,Campania
Sant'Arsenio,SA,http://santarsenio.asmenet.it,2815.0,Campania
Sant'Egidio del Monte Albino,SA,http://www.comune.santegidiodelmontealbino.sa.it,8906.0,Campania
Celle di Bulgheria,SA,http://www.comune.celledibulgheria.sa.it/,1861.0,Campania
Cicerale,SA,http://www.comune.cicerale.sa.it/,1194.0,Campania
Conca dei Marini,SA,http://www.concadeimarini.org,673.0,Campania
Corbara,SA,http://www.comune.corbara.sa.it/,2520.0,Campania
Apiro,MC,http://www.apiro.sinp.net/,2234.0,Marche
Caldarola,MC,http://www.comune.caldarola.mc.it/sinpv2/Aspx/c/Home.aspx,1758.0,Marche
Londa,FI,http://www.comune.londa.fi.it/,1895.0,Toscana
Vizzola Ticino,VA,http://www.comune.vizzolaticino.va.it,579.0,Lombardia
Cardano al Campo,VA,http://www.comune.cardanoalcampo.va.it/,14896.0,Lombardia
Trequanda,SI,http://www.comune.trequanda.si.it,1221.0,Toscana
Pieve Ligure,GE,http://media.supereva.it/pieveligure.freeweb/,2497.0,Liguria
Clusone,BG,http://comune.clusone.bg.it/,8608.0,Lombardia
Castro,BG,http://www.comune.castro.bg.it,1306.0,Lombardia
Soverato,CZ,http://www.comune.soverato.cz.it/,9095.0,Calabria
Isca sullo Ionio,CZ,http://www.comune.isca.cz.it,1603.0,Calabria
Magisano,CZ,http://www.comune.magisano.cz.it,1201.0,Calabria
Cugliate-Fabiasco,VA,http://www.comune.cugliatefabiasco.va.it,3121.0,Lombardia
Cuvio,VA,http://www.comune.cuvio.va.it/,1650.0,Lombardia
Scandicci,FI,http://www.comune.scandicci.fi.it/,50645.0,Toscana
Lanzo d'Intelvi,CO,,1480.0,provincia di Como
Cogoleto,GE,http://www.comune.cogoleto.ge.it,9123.0,Liguria
Trevignano Romano,RM,http://www.trevignanoromano.gov.it,5711.0,Lazio
Monte San Giacomo,SA,http://www.comune.montesangiacomo.sa.it/,1550.0,Campania
Montecorice,SA,http://www.comune.castelcivita.sa.it,2681.0,Campania
Rive d'Arcano,UD,http://www.comune.rivedarcano.ud.it/,2467.0,Friuli-Venezia Giulia
Tavagnacco,UD,http://www.comune.tavagnacco.ud.it,14981.0,Friuli-Venezia Giulia
Cropalati,CS,http://www.comune.cropalati.cs.it/,1064.0,Calabria
Fagnano Castello,CS,http://www.comune.fagnanocastello.cs.it,3839.0,Calabria
Castelfiorentino,FI,http://www.comune.castelfiorentino.fi.it/,17283.0,Toscana
Montjovet,AO,http://www.comune.montjovet.ao.it,1774.0,Italia
Morgex,AO,http://www.comune.morgex.ao.it,2123.0,Italia
Manzano,UD,http://www.comune.manzano.ud.it/,6431.0,Friuli-Venezia Giulia
Marano Lagunare,UD,http://www.comunemaranovalpolicella.vr.it,1811.0,Friuli-Venezia Giulia
Bellagio,CO,http://www.comune.bellagio.co.it,3747.0,Lombardia
Anzano del Parco,CO,http://www.comune.anzano.co.it/,1805.0,Lombardia
Binago,CO,http://www.comune.binago.co.it/,4799.0,Lombardia
Bianzone,SO,http://www.comune.bianzone.so.it,1326.0,Lombardia
Bardello,VA,http://www.comune.bardello.va.it,1616.0,Lombardia
Busseto,PR,http://www.comune.busseto.pr.it,6939.0,Emilia-Romagna
Palazzuolo sul Senio,FI,http://www.palazzuolo.it/,1141.0,Toscana
Sesto Fiorentino,FI,http://www.comune.sesto-fiorentino.fi.it,49091.0,Toscana
Firenzuola,FI,http://www.comune.firenzuola.fi.it/,4599.0,Toscana
Puos d'Alpago,BL,http://www.comunepuos.it,,provincia di Belluno
